Food,City,Num
THISISAD3JSCODE3,HELLOWORLD10,113
THISISAD3JSCODE3,HELLOWORLD11,22
THISISAD3JSCODE3,HELLOWORLD12,152
THISISAD3JSCODE3,HELLOWORLD13,207
THISISAD3JSCODE3,HELLOWORLD14,109
THISISAD3JSCODE3,HELLOWORLD15,698
THISISAD3JSCODE3,HELLOWORLD16,481
THISISAD3JSCODE3,HELLOWORLD17,123
THISISAD3JSCODE3,HELLOWORLD18,0
THISISAD3JSCODE3,HELLOWORLD19,176
THISISAD3JSCODE3,HELLOWORLD20,878
THISISAD3JSCODE3,HELLOWORLD21,66
THISISAD3JSCODE3,HELLOWORLD22,8
THISISAD3JSCODE3,HELLOWORLD23,54
THISISAD3JSCODE3,HELLOWORLD24,1
THISISAD3JSCODE3,HELLOWORLD25,332
THISISAD3JSCODE3,HELLOWORLD26,197
THISISAD3JSCODE3,HELLOWORLD27,236
THISISAD3JSCODE3,HELLOWORLD28,0
THISISAD3JSCODE3,HELLOWORLD29,639
THISISAD3JSCODE4,HELLOWORLD0,104
THISISAD3JSCODE4,HELLOWORLD1,995
THISISAD3JSCODE4,HELLOWORLD2,836
THISISAD3JSCODE4,HELLOWORLD3,406
THISISAD3JSCODE4,HELLOWORLD4,7
THISISAD3JSCODE4,HELLOWORLD5,635
THISISAD3JSCODE4,HELLOWORLD6,24
THISISAD3JSCODE4,HELLOWORLD7,556
THISISAD3JSCODE4,HELLOWORLD8,349
THISISAD3JSCODE4,HELLOWORLD9,993
THISISAD3JSCODE4,HELLOWORLD10,91
THISISAD3JSCODE4,HELLOWORLD11,10
THISISAD3JSCODE4,HELLOWORLD12,947
THISISAD3JSCODE4,HELLOWORLD13,39
THISISAD3JSCODE4,HELLOWORLD14,436
THISISAD3JSCODE4,HELLOWORLD15,41
THISISAD3JSCODE4,HELLOWORLD16,194
THISISAD3JSCODE4,HELLOWORLD17,1
THISISAD3JSCODE4,HELLOWORLD18,51
THISISAD3JSCODE4,HELLOWORLD19,19
THISISAD3JSCODE4,HELLOWORLD20,4
THISISAD3JSCODE4,HELLOWORLD21,817
THISISAD3JSCODE4,HELLOWORLD22,0
THISISAD3JSCODE4,HELLOWORLD23,751
THISISAD3JSCODE4,HELLOWORLD24,65
THISISAD3JSCODE4,HELLOWORLD25,420
THISISAD3JSCODE4,HELLOWORLD26,202
THISISAD3JSCODE4,HELLOWORLD27,21
THISISAD3JSCODE4,HELLOWORLD28,242
THISISAD3JSCODE4,HELLOWORLD29,4
THISISAD3JSCODE5,HELLOWORLD0,54
THISISAD3JSCODE5,HELLOWORLD1,6
THISISAD3JSCODE5,HELLOWORLD2,187
THISISAD3JSCODE5,HELLOWORLD3,261
THISISAD3JSCODE5,HELLOWORLD4,0
THISISAD3JSCODE5,HELLOWORLD5,61
THISISAD3JSCODE5,HELLOWORLD6,5
THISISAD3JSCODE5,HELLOWORLD7,6
THISISAD3JSCODE5,HELLOWORLD8,282
THISISAD3JSCODE5,HELLOWORLD9,448
THISISAD3JSCODE5,HELLOWORLD10,213
THISISAD3JSCODE5,HELLOWORLD11,1
THISISAD3JSCODE5,HELLOWORLD12,188
THISISAD3JSCODE5,HELLOWORLD13,287
THISISAD3JSCODE5,HELLOWORLD14,2
THISISAD3JSCODE5,HELLOWORLD15,119
THISISAD3JSCODE5,HELLOWORLD16,96
THISISAD3JSCODE5,HELLOWORLD17,655
THISISAD3JSCODE5,HELLOWORLD18,4
THISISAD3JSCODE5,HELLOWORLD19,81
THISISAD3JSCODE5,HELLOWORLD20,871
THISISAD3JSCODE5,HELLOWORLD21,683
THISISAD3JSCODE5,HELLOWORLD22,634
THISISAD3JSCODE5,HELLOWORLD23,27
THISISAD3JSCODE5,HELLOWORLD24,41
THISISAD3JSCODE5,HELLOWORLD25,0
THISISAD3JSCODE5,HELLOWORLD26,28
THISISAD3JSCODE5,HELLOWORLD27,677
THISISAD3JSCODE5,HELLOWORLD28,12
THISISAD3JSCODE5,HELLOWORLD29,594
THISISAD3JSCODE6,HELLOWORLD0,987
THISISAD3JSCODE6,HELLOWORLD1,136
THISISAD3JSCODE6,HELLOWORLD2,825
THISISAD3JSCODE6,HELLOWORLD3,16
THISISAD3JSCODE6,HELLOWORLD4,373
THISISAD3JSCODE6,HELLOWORLD5,190
THISISAD3JSCODE6,HELLOWORLD6,143
THISISAD3JSCODE6,HELLOWORLD7,730
THISISAD3JSCODE6,HELLOWORLD8,5
THISISAD3JSCODE6,HELLOWORLD9,418
THISISAD3JSCODE6,HELLOWORLD10,588
THISISAD3JSCODE6,HELLOWORLD11,14
THISISAD3JSCODE6,HELLOWORLD12,320
THISISAD3JSCODE6,HELLOWORLD13,140
THISISAD3JSCODE6,HELLOWORLD14,684
THISISAD3JSCODE6,HELLOWORLD15,0
THISISAD3JSCODE6,HELLOWORLD16,154
THISISAD3JSCODE6,HELLOWORLD17,288
THISISAD3JSCODE6,HELLOWORLD18,466
THISISAD3JSCODE6,HELLOWORLD19,680
THISISAD3JSCODE6,HELLOWORLD20,0
THISISAD3JSCODE6,HELLOWORLD21,85
THISISAD3JSCODE6,HELLOWORLD22,103
THISISAD3JSCODE6,HELLOWORLD23,0
THISISAD3JSCODE6,HELLOWORLD24,472
THISISAD3JSCODE6,HELLOWORLD25,0
THISISAD3JSCODE6,HELLOWORLD26,790
THISISAD3JSCODE6,HELLOWORLD27,4
THISISAD3JSCODE6,HELLOWORLD28,0
THISISAD3JSCODE6,HELLOWORLD29,15
THISISAD3JSCODE7,HELLOWORLD0,605
THISISAD3JSCODE7,HELLOWORLD1,892
THISISAD3JSCODE7,HELLOWORLD2,2
THISISAD3JSCODE7,HELLOWORLD3,173
THISISAD3JSCODE7,HELLOWORLD4,133
THISISAD3JSCODE7,HELLOWORLD5,463
THISISAD3JSCODE7,HELLOWORLD6,146
THISISAD3JSCODE7,HELLOWORLD7,36
THISISAD3JSCODE7,HELLOWORLD8,541
THISISAD3JSCODE7,HELLOWORLD9,877
THISISAD3JSCODE7,HELLOWORLD10,561
THISISAD3JSCODE7,HELLOWORLD11,0
THISISAD3JSCODE7,HELLOWORLD12,20
THISISAD3JSCODE7,HELLOWORLD13,20
THISISAD3JSCODE7,HELLOWORLD14,0
THISISAD3JSCODE7,HELLOWORLD15,409
THISISAD3JSCODE7,HELLOWORLD16,297
THISISAD3JSCODE7,HELLOWORLD17,874
THISISAD3JSCODE7,HELLOWORLD18,0
THISISAD3JSCODE7,HELLOWORLD19,858
THISISAD3JSCODE7,HELLOWORLD20,511
THISISAD3JSCODE7,HELLOWORLD21,31
THISISAD3JSCODE7,HELLOWORLD22,412
THISISAD3JSCODE7,HELLOWORLD23,86
THISISAD3JSCODE7,HELLOWORLD24,27
THISISAD3JSCODE7,HELLOWORLD25,73
THISISAD3JSCODE7,HELLOWORLD26,830
THISISAD3JSCODE7,HELLOWORLD27,59
THISISAD3JSCODE7,HELLOWORLD28,98
THISISAD3JSCODE7,HELLOWORLD29,8
THISISAD3JSCODE8,HELLOWORLD0,1
THISISAD3JSCODE8,HELLOWORLD1,46
THISISAD3JSCODE8,HELLOWORLD2,0
THISISAD3JSCODE8,HELLOWORLD3,0
THISISAD3JSCODE8,HELLOWORLD4,639
THISISAD3JSCODE8,HELLOWORLD5,457
THISISAD3JSCODE8,HELLOWORLD6,190
THISISAD3JSCODE8,HELLOWORLD7,95
THISISAD3JSCODE8,HELLOWORLD8,12
THISISAD3JSCODE8,HELLOWORLD9,140
THISISAD3JSCODE8,HELLOWORLD10,0
THISISAD3JSCODE8,HELLOWORLD11,30
THISISAD3JSCODE8,HELLOWORLD12,130
THISISAD3JSCODE8,HELLOWORLD13,2
THISISAD3JSCODE8,HELLOWORLD14,0
THISISAD3JSCODE8,HELLOWORLD15,7
THISISAD3JSCODE8,HELLOWORLD16,901
THISISAD3JSCODE8,HELLOWORLD17,24
THISISAD3JSCODE8,HELLOWORLD18,80
THISISAD3JSCODE8,HELLOWORLD19,887
THISISAD3JSCODE8,HELLOWORLD20,290
THISISAD3JSCODE8,HELLOWORLD21,0
THISISAD3JSCODE8,HELLOWORLD22,751
THISISAD3JSCODE8,HELLOWORLD23,153
THISISAD3JSCODE8,HELLOWORLD24,956
THISISAD3JSCODE8,HELLOWORLD25,118
THISISAD3JSCODE8,HELLOWORLD26,295
THISISAD3JSCODE8,HELLOWORLD27,497
THISISAD3JSCODE8,HELLOWORLD28,975
THISISAD3JSCODE8,HELLOWORLD29,8
THISISAD3JSCODE9,HELLOWORLD0,23
THISISAD3JSCODE9,HELLOWORLD1,40
THISISAD3JSCODE9,HELLOWORLD2,0
THISISAD3JSCODE9,HELLOWORLD3,98
THISISAD3JSCODE9,HELLOWORLD4,645
THISISAD3JSCODE9,HELLOWORLD5,324
THISISAD3JSCODE9,HELLOWORLD6,59
THISISAD3JSCODE9,HELLOWORLD7,2
THISISAD3JSCODE9,HELLOWORLD8,20
THISISAD3JSCODE9,HELLOWORLD9,26
THISISAD3JSCODE9,HELLOWORLD10,653
THISISAD3JSCODE9,HELLOWORLD11,34
THISISAD3JSCODE9,HELLOWORLD12,8
THISISAD3JSCODE9,HELLOWORLD13,808
THISISAD3JSCODE9,HELLOWORLD14,118
THISISAD3JSCODE9,HELLOWORLD15,65
THISISAD3JSCODE9,HELLOWORLD16,915
THISISAD3JSCODE9,HELLOWORLD17,811
THISISAD3JSCODE9,HELLOWORLD18,151
THISISAD3JSCODE9,HELLOWORLD19,101
THISISAD3JSCODE9,HELLOWORLD20,816
THISISAD3JSCODE9,HELLOWORLD21,921
THISISAD3JSCODE9,HELLOWORLD22,964
THISISAD3JSCODE9,HELLOWORLD23,919
THISISAD3JSCODE9,HELLOWORLD24,966
THISISAD3JSCODE9,HELLOWORLD25,0
THISISAD3JSCODE9,HELLOWORLD26,249
THISISAD3JSCODE9,HELLOWORLD27,0
THISISAD3JSCODE9,HELLOWORLD28,142
THISISAD3JSCODE9,HELLOWORLD29,721
THISISAD3JSCODE10,HELLOWORLD0,5
THISISAD3JSCODE10,HELLOWORLD1,130
THISISAD3JSCODE10,HELLOWORLD2,0
THISISAD3JSCODE10,HELLOWORLD3,813
THISISAD3JSCODE10,HELLOWORLD4,0
THISISAD3JSCODE10,HELLOWORLD5,99
THISISAD3JSCODE10,HELLOWORLD6,6
THISISAD3JSCODE10,HELLOWORLD7,323
THISISAD3JSCODE10,HELLOWORLD8,150
THISISAD3JSCODE10,HELLOWORLD9,832
THISISAD3JSCODE10,HELLOWORLD10,5
THISISAD3JSCODE10,HELLOWORLD11,2
THISISAD3JSCODE10,HELLOWORLD12,967
THISISAD3JSCODE10,HELLOWORLD13,2
THISISAD3JSCODE10,HELLOWORLD14,333
THISISAD3JSCODE10,HELLOWORLD15,87
THISISAD3JSCODE10,HELLOWORLD16,496
THISISAD3JSCODE10,HELLOWORLD17,200
THISISAD3JSCODE10,HELLOWORLD18,149
THISISAD3JSCODE10,HELLOWORLD19,1
THISISAD3JSCODE10,HELLOWORLD20,28
THISISAD3JSCODE10,HELLOWORLD21,8
THISISAD3JSCODE10,HELLOWORLD22,0
THISISAD3JSCODE10,HELLOWORLD23,414
THISISAD3JSCODE10,HELLOWORLD24,46
THISISAD3JSCODE10,HELLOWORLD25,597
THISISAD3JSCODE10,HELLOWORLD26,626
THISISAD3JSCODE10,HELLOWORLD27,52
THISISAD3JSCODE10,HELLOWORLD28,143
THISISAD3JSCODE10,HELLOWORLD29,760
THISISAD3JSCODE11,HELLOWORLD0,0
THISISAD3JSCODE11,HELLOWORLD1,14
THISISAD3JSCODE11,HELLOWORLD2,19
THISISAD3JSCODE11,HELLOWORLD3,236
THISISAD3JSCODE11,HELLOWORLD4,125
THISISAD3JSCODE11,HELLOWORLD5,97
THISISAD3JSCODE11,HELLOWORLD6,780
THISISAD3JSCODE11,HELLOWORLD7,290
THISISAD3JSCODE11,HELLOWORLD8,21
THISISAD3JSCODE11,HELLOWORLD9,0
THISISAD3JSCODE11,HELLOWORLD10,79
THISISAD3JSCODE11,HELLOWORLD11,598
THISISAD3JSCODE11,HELLOWORLD12,0
THISISAD3JSCODE11,HELLOWORLD13,47
THISISAD3JSCODE11,HELLOWORLD14,286
THISISAD3JSCODE11,HELLOWORLD15,1
THISISAD3JSCODE11,HELLOWORLD16,3
THISISAD3JSCODE11,HELLOWORLD17,33
THISISAD3JSCODE11,HELLOWORLD18,69
THISISAD3JSCODE11,HELLOWORLD19,165
THISISAD3JSCODE11,HELLOWORLD20,898
THISISAD3JSCODE11,HELLOWORLD21,768
THISISAD3JSCODE11,HELLOWORLD22,143
THISISAD3JSCODE11,HELLOWORLD23,35
THISISAD3JSCODE11,HELLOWORLD24,25
THISISAD3JSCODE11,HELLOWORLD25,13
THISISAD3JSCODE11,HELLOWORLD26,590
THISISAD3JSCODE11,HELLOWORLD27,5
THISISAD3JSCODE11,HELLOWORLD28,231
THISISAD3JSCODE11,HELLOWORLD29,566
THISISAD3JSCODE12,HELLOWORLD0,0
THISISAD3JSCODE12,HELLOWORLD1,206
THISISAD3JSCODE12,HELLOWORLD2,0
THISISAD3JSCODE12,HELLOWORLD3,4
THISISAD3JSCODE12,HELLOWORLD4,238
THISISAD3JSCODE12,HELLOWORLD5,134
THISISAD3JSCODE12,HELLOWORLD6,299
THISISAD3JSCODE12,HELLOWORLD7,109
THISISAD3JSCODE12,HELLOWORLD8,73
THISISAD3JSCODE12,HELLOWORLD9,28
THISISAD3JSCODE12,HELLOWORLD10,0
THISISAD3JSCODE12,HELLOWORLD11,528
THISISAD3JSCODE12,HELLOWORLD12,17
THISISAD3JSCODE12,HELLOWORLD13,0
THISISAD3JSCODE12,HELLOWORLD14,425
THISISAD3JSCODE12,HELLOWORLD15,82
THISISAD3JSCODE12,HELLOWORLD16,43
THISISAD3JSCODE12,HELLOWORLD17,645
THISISAD3JSCODE12,HELLOWORLD18,181
THISISAD3JSCODE12,HELLOWORLD19,274
THISISAD3JSCODE12,HELLOWORLD20,0
THISISAD3JSCODE12,HELLOWORLD21,345
THISISAD3JSCODE12,HELLOWORLD22,439
THISISAD3JSCODE12,HELLOWORLD23,467
THISISAD3JSCODE12,HELLOWORLD24,15
THISISAD3JSCODE12,HELLOWORLD25,14
THISISAD3JSCODE12,HELLOWORLD26,601
THISISAD3JSCODE12,HELLOWORLD27,762
THISISAD3JSCODE12,HELLOWORLD28,21
THISISAD3JSCODE12,HELLOWORLD29,511
THISISAD3JSCODE13,HELLOWORLD0,1
THISISAD3JSCODE13,HELLOWORLD1,32
THISISAD3JSCODE13,HELLOWORLD2,326
THISISAD3JSCODE13,HELLOWORLD3,0
THISISAD3JSCODE13,HELLOWORLD4,1
THISISAD3JSCODE13,HELLOWORLD5,807
THISISAD3JSCODE13,HELLOWORLD6,185
THISISAD3JSCODE13,HELLOWORLD7,452
THISISAD3JSCODE13,HELLOWORLD8,696
THISISAD3JSCODE13,HELLOWORLD9,0
THISISAD3JSCODE13,HELLOWORLD10,0
THISISAD3JSCODE13,HELLOWORLD11,34
THISISAD3JSCODE13,HELLOWORLD12,499
THISISAD3JSCODE13,HELLOWORLD13,927
THISISAD3JSCODE13,HELLOWORLD14,21
THISISAD3JSCODE13,HELLOWORLD15,823
THISISAD3JSCODE13,HELLOWORLD16,589
THISISAD3JSCODE13,HELLOWORLD17,0
THISISAD3JSCODE13,HELLOWORLD18,297
THISISAD3JSCODE13,HELLOWORLD19,584
THISISAD3JSCODE13,HELLOWORLD20,79
THISISAD3JSCODE13,HELLOWORLD21,17
THISISAD3JSCODE13,HELLOWORLD22,0
THISISAD3JSCODE13,HELLOWORLD23,63
THISISAD3JSCODE13,HELLOWORLD24,4
THISISAD3JSCODE13,HELLOWORLD25,390
THISISAD3JSCODE13,HELLOWORLD26,972
THISISAD3JSCODE13,HELLOWORLD27,33
THISISAD3JSCODE13,HELLOWORLD28,267
THISISAD3JSCODE13,HELLOWORLD29,835
THISISAD3JSCODE14,HELLOWORLD0,557
THISISAD3JSCODE14,HELLOWORLD1,350
THISISAD3JSCODE14,HELLOWORLD2,188
THISISAD3JSCODE14,HELLOWORLD3,327
THISISAD3JSCODE14,HELLOWORLD4,10
THISISAD3JSCODE14,HELLOWORLD5,40
THISISAD3JSCODE14,HELLOWORLD6,0
THISISAD3JSCODE14,HELLOWORLD7,661
THISISAD3JSCODE14,HELLOWORLD8,55
THISISAD3JSCODE14,HELLOWORLD9,320
THISISAD3JSCODE14,HELLOWORLD10,680
THISISAD3JSCODE14,HELLOWORLD11,8
THISISAD3JSCODE14,HELLOWORLD12,285
THISISAD3JSCODE14,HELLOWORLD13,0
THISISAD3JSCODE14,HELLOWORLD14,399
THISISAD3JSCODE14,HELLOWORLD15,514
THISISAD3JSCODE14,HELLOWORLD16,22
THISISAD3JSCODE14,HELLOWORLD17,871
THISISAD3JSCODE14,HELLOWORLD18,629
THISISAD3JSCODE14,HELLOWORLD19,229
THISISAD3JSCODE14,HELLOWORLD20,0
THISISAD3JSCODE14,HELLOWORLD21,35
THISISAD3JSCODE14,HELLOWORLD22,2
THISISAD3JSCODE14,HELLOWORLD23,58
THISISAD3JSCODE14,HELLOWORLD24,4
THISISAD3JSCODE14,HELLOWORLD25,17
THISISAD3JSCODE14,HELLOWORLD26,177
THISISAD3JSCODE14,HELLOWORLD27,762
THISISAD3JSCODE14,HELLOWORLD28,551
THISISAD3JSCODE14,HELLOWORLD29,24
THISISAD3JSCODE15,HELLOWORLD0,53
THISISAD3JSCODE15,HELLOWORLD1,984
THISISAD3JSCODE15,HELLOWORLD2,27
THISISAD3JSCODE15,HELLOWORLD3,396
THISISAD3JSCODE15,HELLOWORLD4,14
THISISAD3JSCODE15,HELLOWORLD5,0
THISISAD3JSCODE15,HELLOWORLD6,32
THISISAD3JSCODE15,HELLOWORLD7,180
THISISAD3JSCODE15,HELLOWORLD8,178
THISISAD3JSCODE15,HELLOWORLD9,620
THISISAD3JSCODE15,HELLOWORLD10,754
THISISAD3JSCODE15,HELLOWORLD11,153
THISISAD3JSCODE15,HELLOWORLD12,1
THISISAD3JSCODE15,HELLOWORLD13,0
THISISAD3JSCODE15,HELLOWORLD14,445
THISISAD3JSCODE15,HELLOWORLD15,258
THISISAD3JSCODE15,HELLOWORLD16,10
THISISAD3JSCODE15,HELLOWORLD17,0
THISISAD3JSCODE15,HELLOWORLD18,25
THISISAD3JSCODE15,HELLOWORLD19,1
THISISAD3JSCODE15,HELLOWORLD20,970
THISISAD3JSCODE15,HELLOWORLD21,468
THISISAD3JSCODE15,HELLOWORLD22,366
THISISAD3JSCODE15,HELLOWORLD23,488
THISISAD3JSCODE15,HELLOWORLD24,112
THISISAD3JSCODE15,HELLOWORLD25,35
THISISAD3JSCODE15,HELLOWORLD26,25
THISISAD3JSCODE15,HELLOWORLD27,1
THISISAD3JSCODE15,HELLOWORLD28,28
THISISAD3JSCODE15,HELLOWORLD29,634
THISISAD3JSCODE16,HELLOWORLD0,352
THISISAD3JSCODE16,HELLOWORLD1,287
THISISAD3JSCODE16,HELLOWORLD2,76
THISISAD3JSCODE16,HELLOWORLD3,489
THISISAD3JSCODE16,HELLOWORLD4,131
THISISAD3JSCODE16,HELLOWORLD5,16
THISISAD3JSCODE16,HELLOWORLD6,224
THISISAD3JSCODE16,HELLOWORLD7,743
THISISAD3JSCODE16,HELLOWORLD8,622
THISISAD3JSCODE16,HELLOWORLD9,129
THISISAD3JSCODE16,HELLOWORLD10,2
THISISAD3JSCODE16,HELLOWORLD11,1
THISISAD3JSCODE16,HELLOWORLD12,631
THISISAD3JSCODE16,HELLOWORLD13,31
THISISAD3JSCODE16,HELLOWORLD14,1
THISISAD3JSCODE16,HELLOWORLD15,25
THISISAD3JSCODE16,HELLOWORLD16,180
THISISAD3JSCODE16,HELLOWORLD17,258
THISISAD3JSCODE16,HELLOWORLD18,6
THISISAD3JSCODE16,HELLOWORLD19,309
THISISAD3JSCODE16,HELLOWORLD20,12
THISISAD3JSCODE16,HELLOWORLD21,197
THISISAD3JSCODE16,HELLOWORLD22,421
THISISAD3JSCODE16,HELLOWORLD23,343
THISISAD3JSCODE16,HELLOWORLD24,2
THISISAD3JSCODE16,HELLOWORLD25,593
THISISAD3JSCODE16,HELLOWORLD26,2
THISISAD3JSCODE16,HELLOWORLD27,215
THISISAD3JSCODE16,HELLOWORLD28,875
THISISAD3JSCODE16,HELLOWORLD29,16
THISISAD3JSCODE17,HELLOWORLD0,436
THISISAD3JSCODE17,HELLOWORLD1,2
THISISAD3JSCODE17,HELLOWORLD2,439
THISISAD3JSCODE17,HELLOWORLD3,646
THISISAD3JSCODE17,HELLOWORLD4,0
THISISAD3JSCODE17,HELLOWORLD5,99
THISISAD3JSCODE17,HELLOWORLD6,796
THISISAD3JSCODE17,HELLOWORLD7,25
THISISAD3JSCODE17,HELLOWORLD8,157
THISISAD3JSCODE17,HELLOWORLD9,0
THISISAD3JSCODE17,HELLOWORLD10,688
THISISAD3JSCODE17,HELLOWORLD11,521
THISISAD3JSCODE17,HELLOWORLD12,36
THISISAD3JSCODE17,HELLOWORLD13,312
THISISAD3JSCODE17,HELLOWORLD14,102
THISISAD3JSCODE17,HELLOWORLD15,398
THISISAD3JSCODE17,HELLOWORLD16,8
THISISAD3JSCODE17,HELLOWORLD17,798
THISISAD3JSCODE17,HELLOWORLD18,94
THISISAD3JSCODE17,HELLOWORLD19,84
THISISAD3JSCODE17,HELLOWORLD20,415
THISISAD3JSCODE17,HELLOWORLD21,1
THISISAD3JSCODE17,HELLOWORLD22,0
THISISAD3JSCODE17,HELLOWORLD23,944
THISISAD3JSCODE17,HELLOWORLD24,0
THISISAD3JSCODE17,HELLOWORLD25,932
THISISAD3JSCODE17,HELLOWORLD26,229
THISISAD3JSCODE17,HELLOWORLD27,100
THISISAD3JSCODE17,HELLOWORLD28,969
THISISAD3JSCODE17,HELLOWORLD29,496
THISISAD3JSCODE18,HELLOWORLD0,3
THISISAD3JSCODE18,HELLOWORLD1,26
THISISAD3JSCODE18,HELLOWORLD2,820
THISISAD3JSCODE18,HELLOWORLD3,92
THISISAD3JSCODE18,HELLOWORLD4,57
THISISAD3JSCODE18,HELLOWORLD5,21
THISISAD3JSCODE18,HELLOWORLD6,19
THISISAD3JSCODE18,HELLOWORLD7,131
THISISAD3JSCODE18,HELLOWORLD8,380
THISISAD3JSCODE18,HELLOWORLD9,221
THISISAD3JSCODE18,HELLOWORLD10,201
THISISAD3JSCODE18,HELLOWORLD11,40
THISISAD3JSCODE18,HELLOWORLD12,362
THISISAD3JSCODE18,HELLOWORLD13,1
THISISAD3JSCODE18,HELLOWORLD14,320
THISISAD3JSCODE18,HELLOWORLD15,247
THISISAD3JSCODE18,HELLOWORLD16,314
THISISAD3JSCODE18,HELLOWORLD17,425
THISISAD3JSCODE18,HELLOWORLD18,3
